university_name,university_domain,program_name,course_id,course_name,description,credits,level,verified_url,skills
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 421,Programming Languages & Compilers,"Structure of programming languages and their implementation. Basic language design principles; abstract data types; functional languages; type systems; object-oriented languages. Basics of lexing, parsing, syntax-directed translation, semantic analysis, and code generation. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: One of CS 233 , CS 240, CS 340 or ECE 391 ; CS 374 or ECE 374 ; one of MATH 225 , MATH 257 , MATH 415 , MATH 416 , ASRM 406 , or BIOE 210 .",3,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"Programming language design, Abstract data types, Functional languages, Type systems, Object-oriented languages, Lexing, Parsing, Syntax-directed translation, Semantic analysis, Code generation"
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 422,Programming Language Design,Exploration of major language design paradigms using imperative and functional programming as unifying themes. Tools include both practical language processor construction and theoretical models. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 421 .,3,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"Language Design Paradigms, Imperative Programming, Functional Programming, Language Processor Construction, Theoretical Models"
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 423,Operating Systems Design,"Organization and structure of modern operating systems and concurrent programming concepts. Deadlock, virtual memory, processor scheduling, and disk systems. Performance, security, and protection. Same as CSE 423 . 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: One of CS 241, CS 341 , or ECE 391 .",3,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"Operating Systems, Concurrent Programming, Deadlock Handling, Virtual Memory Management, Processor Scheduling, Disk I/O Systems, System Performance Analysis, Security Mechanisms, Protection Mechanisms"
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 424,Real-Time Systems,"Supervisory control aspects of Cyber Physical Systems (CPS): fundamentals of reliability analysis, real-time scheduling, simple feedback control, software fault tolerance architecture, wireless networking and energy saving, principles of safety critical system engineering. Student groups design and demonstrate supervisory control architecture for a robot. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: One of CS 241, CS 341 or ECE 391 .",3,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"Cyber-Physical Systems, Reliability Analysis, Real-time Scheduling, Feedback Control, Software Fault Tolerance, Wireless Networking, Energy Saving, Safety-Critical System Engineering, Robotics, Supervisory Control Architecture"
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 425,Distributed Systems,"Protocols, specification techniques, global states and their determination, reliable broadcast, transactions and commitment, security, and real-time systems. Same as ECE 428 . 3 or 4 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Credit or concurrent enrollment in one of CS 240, CS 241, CS 340 , CS 341 or ECE 391 .",3,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"Distributed Protocols, Formal Specification, Distributed Algorithms, Global State Detection, Reliable Broadcast, Distributed Transactions, Atomic Commitment, Cybersecurity, Real-Time Systems"
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 426,Compiler Construction,"Compiler structure, syntax analysis, syntax-directed translation, automatically constructed recognizers, semantic analysis, code generation, intermediate language, optimization techniques. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: Credit or concurrent enrollment in CS 421 .",3,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"Compiler Design, Syntax Analysis, Syntax-Directed Translation, Semantic Analysis, Code Generation, Intermediate Language, Optimization Techniques"
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 427,Software Engineering I,"Software process, analysis and design. Software development paradigms, system engineering, function-based analysis and design, and object-oriented analysis and design. Course will use team-projects for hands-on exercises. Same as CSE 426 . 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: One of CS 222 , CS 240, CS 241, CS 340 , CS 341 or ECE 391 .",3,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"Software Process, Software Analysis, Software Design, System Engineering, Function-Based Analysis and Design, Object-Oriented Analysis and Design, Team Projects"
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 428,Software Engineering II,"Continuation of CS 427 . Software development, management, and maintenance. Project and configuration management, collaborative development models, software quality assurance, interoperability domain engineering and software reuse, and software re-engineering. Same as CSE 429 . 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 427 or CSE 426 .",3,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"Software Development, Software Management, Software Maintenance, Project Management, Configuration Management, Collaborative Development Models, Software Quality Assurance, Interoperability, Domain Engineering, Software Reuse, Software Re-engineering"
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 429,"Software Engineering II, ACP",Continuation of CS 427 . Identical to CS 428 except for the additional writing component. See CS 428 . 3 undergraduate hours. 3 graduate hours. Prerequisite: CS 427 or CSE 426 .,3,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"Technical Writing, Academic Writing"
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 431,Embedded Systems,"Students will learn embedded system architecture, Real-Time Operating Systems, and real-time software design and development techniques, including 1) real-time software designs, practical signal processing, and control techniques in embedded applications, including the safe use of machine learning, and 2) the schedulability analysis to ensure deadlines of tasks are met. In the lab, students will practice what they learn in the class so that their software can drive a two-wheeled robot car along a course and avoid obstacles autonomously. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: One of CS 241, CS 341 or ECE 391 .",3,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"Embedded System Architecture, Real-Time Operating Systems (RTOS), Real-Time Software Design, Signal Processing, Control Systems, Machine Learning, Schedulability Analysis, Robotics, Autonomous Systems, Embedded C, Task Scheduling, Algorithm Design"
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 433,Computer System Organization,"Computer hardware design and analysis and interface with software. Advanced processor design, including superscalar, out-of-order issue, branch prediction, and speculation. Memory hierarchy design, including advanced cache optimizations, main memory, and virtual memory. Principles of multiprocessor design, including shared-memory, cache coherence, synchronization, and consistency. Other advanced topics depending on time; e.g., GPUs and accelerators, warehouse computers and data centers, security. Same as CSE 422 . 3 undergraduate hours. 4 graduate hours. Prerequisite: CS 233 .",3,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"Hardware Design, Hardware Analysis, Hardware-Software Interface, Processor Design, Superscalar Architecture, Out-of-Order Execution, Branch Prediction, Speculative Execution, Memory Hierarchy Design, Cache Optimization, Main Memory Design, Virtual Memory, Multiprocessor Design, Shared-Memory Architecture, Cache Coherence, Synchronization, Memory Consistency, GPUs, Hardware Accelerators, Data Center Architecture, Cybersecurity"
